	ids	body	Uncertainity of Post_Diagnosis	Results and Side-Effects Observed	Medical Assistance	Diet and Maintenance	Information Source	Concepts
222	ARTHROTEC.84.txt	No side affects. This pill works like magic to releive my arthritic pain! I don't take it regularly, only when required - approximately once per month. 	0	1	0	0	0	arthritic pain|required|month|like|affects
223	LIPITOR.9.txt	Cramps in my feet, pain in the lower part of my knees, fatigue, mental fog. During the three years that I was taking Lipitor, my cholesterol averaged as follows (n = 5) all units mg/dL: Total Cholesterol - 140 HDL - 38 LDL - 74 Triglycerides - 139 Total/HDL Ratio - 3.67 After stopping Lipitor and all other statins in 2010: Total Cholesterol - 218 HDL - 34 LDL - 184 Triglycerides - 167 Total/HDL ratio - 6.4 After switching to 10 mg Simvistatin: Total Cholesterol - 136 HDL - 38 LDL - 70 Triglycerides - 138 Total/HDL ratio - 3.58 I take 1/2 of a 20 mg generic Simvistatin pill daily. Very little side effects, cheaper, and does the same job as Lipitor. 	0	1	0	0	0	Total Cholesterol|Triglycerides|side effects|Very little|switching|stopping|stopping|Lipitor|generic|statins|cholesterol|fatigue|Cramps|pain|Lipitor|statins|cholesterol|knees|feet|mental|Ratio
224	LIPITOR.981.txt	Dizziness,falls,poor memory,loss of fine motor skills,stiffness in legs, sore feet. I began having falls shortly after starting lipitor approx 5years ago. Had an EEG at that time with no abnormalities. Had another EEG 6months ago with Frontal Lobe abnormalities which I suspect is due to Lipitor. Started on 20mg and progressed to 80mg. 	0	1	1	0	0	motor skills|Frontal Lobe|legs|poor memory|Dizziness|falls|abnormalities|stiffness|sore feet|lipitor|Lipitor|lipitor|Lipitor
225	LIPITOR.876.txt	joint aches as well as burning feet. 	0	1	0	0	0	burning feet|aches
226	LIPITOR.671.txt	muscle aches in calves and thighs. weakness in legs. waking felt unsteady biking most difficult. Leg muscles painful to light pressure. Muscle twitching mostly on calves and bottom of feet. Deeper muscle twitches on thighs and occasionally arms sides butt. On statins 2 yrs off 3.5 weeks. Slight leg strength improvement noticed. muscle twitches about the same. . Please post if you have noticed muscle twitches or cramping feeling as well as weakness. 	0	1	0	0	0	muscle aches|weakness|cramping|painful|difficult|twitching|pressure|twitches|improvement|feeling|thighs|arms|waking|Muscle|legs|feet|Leg|leg|Slight|Please|sides|statins|statins|light
227	ARTHROTEC.38.txt	Upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort. Took with food , did not help. Took for 7 and 1/2 days. could not take another dose. Very bad drug. Would rather have the elbow pain!. 	0	1	0	0	0	chest discomfort|Upset stomach|loose bowels|hot flashes|elbow pain|nausea|pain|abdominal|Very bad|sweats|irritability|vision|food|food|drug|help|constipation|vomiting
228	LIPITOR.402.txt	leg pain. quit taking condition improved. 	0	1	0	0	0	condition improved|leg pain
229	LIPITOR.241.txt	general weakness, reduced stamina, tennis elbow in both hands. should only be taken by people with 300+ levels. 	0	1	0	0	0	general weakness|tennis elbow|stamina|hands|+ levels
230	LIPITOR.423.txt	Rare Side Effect. Total loss of libido. I lost all sexual desires and thoughts. It took a while to figure out why. When I stopped taking Lipitor I was back to myself within 3 days. I will never take this drug again. 	0	1	0	0	0	loss of libido|sexual|Side Effect|desires|thoughts|Lipitor|Lipitor|drug|back
231	LIPITOR.333.txt	NONE at all. NONE. Seems to be more effective than Zocor at lower dosage. 	0	1	0	0	0	Zocor|Zocor|NONE
232	SOLARAZE.2.txt	I can hardly believe that a topically applied gel is causing this stuff, but it gets better when I quit using it and returns when I do use it. hard to breathe, lungs feel heavy, general feeling of sadness, tiredness, wanting to quit everything and give up (SOOOOOO not my personality). I was blaming my antibiotic for these side effects, but now I see that they come and go with the use of the solaraze. Scary. LEt me be the first to say that I have extremely porous skin, so I am probably absorbing a higher dose than was thought likely, I have eczema and take other meds that exfoliate my skin, so probably a whopping dose is going in. I have found that I can use a q-tip and just put it on a few spots and then do not get the global bad effect, so I may do it this way and just treat one arm at a time, then one leg. 	0	1	0	0	0	side effects|personality|feel heavy|exfoliate|probably|likely|effect|come and go|solaraze|solaraze|feeling|sadness|blaming|eczema|lungs|arm|leg|spots|see|whopping|antibiotic|tiredness|extremely|q-tip
233	ARTHROTEC.139.txt	Lower Back Pain. Love it so far, finally slept last night. After to Lower back surgeries and intense daily pain I am so relieved to get so rest. 	0	1	0	0	0	Lower Back Pain|pain|back surgeries|Lower|Love
234	LIPITOR.754.txt	Jaundice,right upper quadrant abdominal pain,very elevated liver function tests,itching of the skin,weakness,loss of appetite. Gall bladder sonogram,CT scan,MRI of liver ducts all negative for gall bladder disease. Hospitalized 4 days. six weeks after stopping Lipitor all liver tests returned to normal. . I am a retired physician and had an excellent therepeutic result while on the medication. I did have occcasional muscle aches and flu like symptoms which subsided when a stopped lipitor for short periods of time. But the overall good effect of the drug on my lipid profile caused me to return to using it. Not any more! I could have wound up with permanent liver damage or dying. The drug isert for lipitor does mention cholestatic Jaundice in the post market studies. no numbers as to the number of cases reported. How many go unreported?. 	0	1	1	0	0	elevated liver function tests|short periods|good effect|negative|itching|retired|Hospitalized|unreported|right|upper quadrant abdominal|gall bladder disease|loss of appetite|cholestatic Jaundice|flu like symptoms|muscle aches|weakness|pain|Jaundice|Gall bladder|ducts|MRI of liver|sonogram|CT scan|liver damage|liver tests|studies|lipid|medication|normal|stopping|stopping|Lipitor|lipitor|drug|reported|Lipitor|lipitor|wound|dying|physician
235	LIPITOR.436.txt	The first day I took Lipitor I couldn't sleep at night because I couldn't relax. It was like Restless Leg Syndrome. The second day I got very weak, shaky, and had a cold sweat in the evening. Had chills till I went to bed. Third day was fine. Fourth day was a repeat of the second day, only worse. I quit taking it then. 	0	1	0	0	0	Restless Leg Syndrome|cold sweat|chills|weak|Lipitor|Lipitor|shaky|worse|sleep|like|day
236	LIPITOR.486.txt	I have had muscle/joint pain, mainly in my arms which is very painful when I position them in certain ways; otherwise I am just. This works for lowering Cholesterol, but not so sure about the big picture. I hesitated going on it and now believe my original impression was probably correct. I am going to try something natural instead. The pain isn't worth it. 	1	1	0	0	0	Cholesterol|joint pain|painful|pain|probably|position|certain|arms|impression|lowering|correct|had muscle
237	LIPITOR.203.txt	It did lower my cholesterol, but I became so depressed that I called my doctor and told her I refused to take it anymore. I think this effect may have been caused by an interaction with the birth control pill. it lowered my numbers, but made my life miserable. 	0	1	0	0	0	birth control pill|cholesterol|depressed|miserable|effect|think|cholesterol
238	LIPITOR.113.txt	Second time trying this. First time I got a frozen shoulder. Triedit a couple of years later and I have back and chest pain that made think i was having a cardio event. Stopped the Lipitor about a week ago and still having horrible back pain. If this stuff is damaging my muscles what is it doing to my major muscle. my HEART! This is a terrible drug! DO NOT TAKE! I would rather take the risk of elevated lipids!. 	0	1	0	0	0	frozen shoulder|chest pain|pain|Lipitor|Lipitor|drug|lipids|think|HEART|back|week|couple|elevated
239	ARTHROTEC.59.txt	I have vaginal bleeding, my cycle was back (I'm menopausal ), breast pain Other symptoms I have: erithema, my skin is so dry I have little cuts on my hands, I 'm sweating a lot (usually I don't), pruritus ani etc I took it 3 times: the first for 3 days, then I stopped because it didn't make great improvements and I had diarrhea. My doctor told me the symptoms had to go away after taking few more Second time: I took other 3 pills in 3 days. little improvement with the pain. I had the first vaginal bleeding, a lot of pruritus and my skin was all red but I didn't know it was arthrotec/ My doctor prescribed me a topical cream , did some a vaginal test to exclude infections. I had my cycle The last one for 4 days. More problems and this time I had the ideo to go on Internet and I discovered I had a lot of the side effects by taking Arthrotec Why they don't tell you about them?. 	1	1	1	0	0	vaginal bleeding|side effects|infections|Other symptoms|pruritus ani|breast pain|pain|symptoms|menopausal|prescribed|Arthrotec|arthrotec/|cycle|Arthrotec|arthrotec/|cycle|sweating|3 times|problems|improvement|n't know|pruritus|vaginal|hands|and skin|exclude|test|diarrhea|back|cuts|topical cream
240	VOLTAREN.4.txt	dry mouth (also taking cymbalta). when i first took voltaren, i didn't feel it helped me at all. however when i stopped, i was in a great deal more pain the following day. when i restarted it, i started feeling better. so it doesn't get rid of my pain, but does seem to make it more bearable. 	1	1	0	0	0	feeling better|n't get|first took|cymbalta|voltaren|rid|cymbalta|voltaren|rid|feel|pain|day|dry mouth
241	LIPITOR.752.txt	none I can attribute directly to the medication. One must follow liver function tests (e.g. SGOT, SGPT) to insure no significant injury to liver cells. 	1	1	1	0	0	liver function tests|medication|injury|liver|none
242	LIPITOR.165.txt	Pectoral chest pain- stabbing sharp pains, increasing in frequency as time passed. My cholesterol was already great at 140 with triglicerides good too. Doctor wanted me to start this medication, 5mg/day, along with Mavik 1mg for blood pressure (mine was already averaging 106/70)to prevent arterial damage due to my type 2 diabetes. My total cholesterol was lowered to 128 and triglicerides to 56 after a year with a 2.something ratio. Heart disease runs in my mother's side of the family and bp problems and the diabetes in my dad's side. I have been on this dose for 1 year and noticed pains beginning after several months and the pains are getting more frequent and noticible. I am off the drug for a self trial period to see if the pains diminish. I am going to see the physician in a week and am going to mention the pains so I am curious as to her opinion. Also a note, I am still fertile and should not be prescribed this drug due to unkown pregnancy side effects- interesting that it was prescribed to me anyway. Doctor told me to go off of it if I wanted to get pregnant b. 	0	1	1	0	0	total cholesterol|blood pressure|prescribed|interesting|medication|family|start|year|self|week|note|day|frequency|months|pregnancy|fertile|period|see|diabetes|increasing|disease|pregnant|runs|problems|damage|chest|pains|Mavik|cholesterol|Mavik|drug|cholesterol|Heart|trial|arterial|side effects-|physician
243	LIPITOR.964.txt	None that I have noticed. My Cholesterol is under control and my tests are excellent. I have the liver checked each time I have bllod work and all is fine. 	0	1	1	0	0	Cholesterol|tests|None|liver|control
244	LIPITOR.726.txt	I am thrilled to have found this site. The depression, lazyness (I don't feel like doing anything), lack of ability to concentrate, short attention span, feeling of. Cholersterol went from 260 to 180 in the first month. The stuff works; however it's changed my personality. Quality of life is worth something. However, I agreed to it because diet and exercise didn't work. I had even lost 15 pounds (I'm 5 8. 	0	1	0	1	1	short attention span|15 pounds|n't work|changed|Quality of life|personality|depression|feeling|feel|like|concentrate|month|and exercise
245	LIPITOR.338.txt	had a heart-attack in Jan. 06. it will kill some people. 	0	1	0	0	0	attack|heart
246	LIPITOR.390.txt	depression, exercise intolerance, muscle weakness, memory problems, including 2 periods of amnesia, each lasting several hours, nausea and vomiting. lowered. 	0	1	0	0	0	exercise intolerance|memory|problems|nausea and vomiting|muscle weakness|depression|amnesia|periods
247	LIPITOR.855.txt	none-taking it for 6 years. My cholesterol is in 110 range on Lipitor. 	0	1	0	0	0	Lipitor|cholesterol|Lipitor|cholesterol|range|none|range
248	LIPITOR.287.txt	If you are having muscle aches and pains, weakness, exercise intolerance, neuropathy, etc etc, please stop taking this drug. Go to www.JaneIslay.co.uk for more info. Or email ///////////// (Oct 05). 	0	1	0	0	1	exercise intolerance|muscle aches|weakness|pains|email|drug|neuropathy
249	LIPITOR.225.txt	On the third day taking just 5mg, stomach cramps and loose stools set in. Gas, bloating and fatigue followed. Just wanted to sleep. Couldn't exercise or eat. Started using anti-acids for the first time in 15 years. Three weeks after quitting the drug, the symptoms persist. I am 41, male, taking no meds (except 72 hours of Lipitor), with no history of smoking, diabetes, etc This drug (or class of drugs) is potentially very nasty. 	1	1	0	0	0	stomach cramps|loose stools|fatigue|Gas|symptoms|diabetes|Lipitor|Lipitor|drugs|drug|history|sleep|bloating|class|day|set|exercise
250	ARTHROTEC.131.txt	"From one pill : Heavy menstrual bleeding even though my periods ended a week before, cramps, nausea. Women, beware: do NOT take this medicine unless you've taken it in the past and it was right for you. Also, do NOT take this if you might be pregnant! I checked the reviews on this website before taking this drug, and I thought ""oh, I'm sure it won't happen to me"". Sure enough, 2 hours after taking a single pill, the bleeding and cramps started. Never again will I touch this drug. "	0	1	0	0	0	menstrual|periods|bleeding|pregnant|single|right|reviews|website|week|cramps|nausea|drug|ended|medicine|ended
251	VOLTAREN-XR.14.txt	It has taken its toll on my stomach in the past but it is the most effective med so far. Must take it with a full meal. I really made a difference, improvement of quality of life. 	0	1	0	1	0	quality of life|stomach|difference|improvement
252	VOLTAREN-XR.15.txt	worked very well; it took about a month for noticeable results, but the relief was definite and lasting. I stopped taking it after 4-5 months - shoulder remained ok, but many lesser aches and pains (back, knees, etc) returned. Clearly, there was a systemic effect that was helpful as well. 	0	1	0	0	0	relief|effect|month|months|aches|pains|knees|back|shoulder|definite|definite
253	LIPITOR.907.txt	Severe lower back pain and an aching pain across my shoulders. Generally I also felt weak. The symptoms first started after about 4 months of taking this drug and tapered down for a couple of weeks after stopping. I tried 3 different statins, all with the same horrid side effects. I will NEVER take another statin drug. 	1	1	0	0	0	lower back pain|aching pain|weak|symptoms|side effects|couple|shoulders|stopping|stopping|drug|statins|statin|tapered|Generally|Severe|statins|statin|4 months
254	LIPITOR.3.txt	I started taking Lipitor in December 2009 and stopped after 4 months. During this time I experienced extreme pain in both shoulders, sometimes in the neck also, causing me to wake several times each night. Pain was worse in the morning but rarely went away completely during the day. Most mornings it was impossible to wash my hair in the shower as I was unable to reach the top of my head with my hands. Pain and restricted movement often prevented me from putting on shoes and socks without assistance. In January this year I started experiencing discomfort in my left hand for the first time. Now in both hands, the pain has increased, fingers are swollen and movement is restricted. My wife tells me my hands are warm to touch. The mornings are worse when they hurt the most, movement is restricted and it is impossible to make a fist. Ice and ibruprofen gel help but only for a short while. I have been taking 400 mg Ibruprofen 3 times daily for a couple of weeks on my doctors advice without. This drug is clearly POISON to so many people and perhaps there is good reason to take Pfizer to the courts. However I do believe that any Doctor prescribing Lipitor should make it abundantly clear to the patient that very serious consequences could ensue that would cause extreme pain and could effect quality of life. I believe that failure to do so is a serious deriliction of duty that should be tested with complaints to the medical authorities that oversee our doctors and/or the courts. 	1	1	0	0	0	quality of life|discomfort|pain|top of head|shoulders|neck|warm to touch|complaints|swollen|3 times|unable|effect|worse|Pain|completely|impossible|4 months|increased|prescribing|advice|assistance|patient|Lipitor|Ice|Lipitor|drug|Ice|fingers|hands|hair|hand|tested|year|help|day|putting on shoes|restricted|wake|Ice|experienced|couple|often|movement
255	ZIPSOR.5.txt	I was prescribed Zipsor for bone and joint pain associated with Lupus. I also have 3 herniated discs that have been bothering me for years, and for which I have always taken a low dose of Vicodin (almost daily). The Zipsor works well on the Lupus pain, but also almost completely wiped out the pain from the herniated discs, and has replaced my usual narcotic pain relief for my back. As with any disc issues there seems to be the occasional flare up, but when they do occur now they are minor, and once I take my usual dose of Zipsor, the pain is gone again. I have had no recognizable side effects. 	1	1	0	0	0	side effects|pain relief|prescribed|joint pain|pain|narcotic|narcotic|Vicodin|Zipsor|flare|Vicodin|Zipsor|flare|Lupus|wiped|bone|back|disc|completely|low
256	LIPITOR.946.txt	Aches and pain from head to toe, very grouchy. I have been competitive in road racing for almost 20 years, but after starting this drug I began to notice my performance falling off. Later I got pains so bad that I could not run. I stopped taking this drug and after about 3 months am almost back where I was with my running. I detest lawyers, but statin class drugs are crying out for a class action lawsuit to stop their use. 	0	1	0	0	0	falling|run|20 years|Aches|pains|pain|class|months|drugs|drug|statin|head|back|toe|statin
257	LIPITOR.540.txt	After about 4 months of taking Lipitor, one day while walking, my left leg, below the knee, experienced intense pain and stiffness. Symtoms have persisted for a week and after reading the comments on this board, I am stopping it. While it worked well by lowering my cholesterol, I had no idea this was a side affect. 	0	1	0	0	0	stiffness|pain|left leg|knee|comments|week|day|stopping|stopping|Lipitor|cholesterol|Lipitor|cholesterol|affect|experienced|board|lowering|4 months
258	LIPITOR.175.txt	rapid shallow breathing, fatigue, disorientation, slightly blurred vision, erectile disfunction, muscle pain. My GP and a respiratory specialist were totally unable to diagnose the problem. I tried stopping each med I was taking, some allergy/asthma stuff and Lipitor. All the symptoms largely disappeared after two days off Lipitor. Took months for lingering effects to clear completely. Anyone taking Lipitor and showing any undiagnosed symptoms, should be taken off Lipitor for awhile as a test. 	0	1	1	0	0	rapid shallow breathing|problem|unable|undiagnosed|effects|completely|lingering|slightly|disorientation|muscle pain|fatigue|symptoms|diagnose|stopping|stopping|Lipitor|allergy|Lipitor|allergy|vision|asthma|erectile disfunction|test|months|respiratory
259	DICLOFENAC-SODIUM.5.txt	no stomach pains - no excessive drowsiness but slept well- I took medicine during dinner on a full stomach. My left foot was hurting badly enough that I couldn't walk without hobbling. Several hours after taking medicine most of the pain disappeared, and I am back to normal. Great success, I'd say!. 	0	1	0	1	0	left foot|stomach|normal|drowsiness|pains|pain|back|medicine
260	LIPITOR.698.txt	I took Lipitor for 8 weeks and experienced extreme pain in all my joints. It has brought me to tears and I have had to use sick leave from work. My doctor tested me for arthritis and other problems and all tests came back normal but thank goodness she took me off the Lipitor. I would not recommend this medication. 	1	1	1	0	0	medication|tested|normal|tests|Lipitor|Lipitor|tears|pain|back|experienced|problems|arthritis
261	LIPITOR.942.txt	None whatsoever. I'm taking 80 mg's a day which is the maximum dose and it brought my cholesterol levels comfortably back into the safe numbers. 	0	1	0	0	0	cholesterol levels|None|day|back
262	CATAFLAM.9.txt	"None, unless too much is taken too close together, then it can cause gassy abdominal cramping. It is the BEST pain reliever I have ever been prescribed and I will never do without it! I happen to have Endometriosis that has attached to ""everything"" in the backside, including my Sciatic nerve. Sciatic Endo is rarely seen, but they found it in me. I do Restorative Yoga postures to get myself loosened up every day, but keep the Cataflam handy as nothing works better for the pain, unless I have an extremely bad time where I have to take a Demerol with it (rarely). However, I have noticed in the ""patient info"" they give with my Rx that now warnings of NSAID's causing heart attacks and strokes are written where they were not before when I started this Rx. The best dose for me (per my doctor) is 2 pills to get in your system, then 1 every 8 hours afterward. Luckily, I only need this a few days a week at the most, here & there. I highly recommend this especially for lower lumbar arthritis and to women for dysmennorhea. it will do the trick!. "	0	1	0	1	0	abdominal cramping|pain|Sciatic|pain reliever|Cataflam|Demerol|pain reliever|Cataflam|Demerol|NSAID|Sciatic nerve|heart attacks|strokes|Endo|Endometriosis|prescribed|patient|postures|nothing|arthritis|too much|None|week|day|extremely|Yoga|attached
263	LIPITOR.596.txt	I HAVE BEEN ON LIPITOR, 10 MG FOR 1 1/2 YEARS NOW AND AM NOW EXPERIENCING ANKLE, CALF, THIGH PAIN. SOMETIMES IT FEELS LIKE EVERYTHING ON MY BODY HURTS. SHOLDERS, HANDS, I CHALKED IT UP TO BEING 58 AND MAYBE ARTHRITIS BUT AFTER READING ALL OF THE VIEWS FROM OTHERS ON LIPITOR I AM CONSIDERING STOPPING IT TO SEE IF I GET MY OLD SELF BACK AGAIN. I TOO, AM VERY TIRED LATELY AND NEVER FEEL RESTED UPON AWAKINENING. MY CHOLESTEROL ALSO CAME DOWN FROM 250 TO 150 BUT I DID FEEL BETTER AND HAD ALOT MORE ENERGY A 1 1/2 AGO. I WILL MENTION THIS TO MY DOCTOR TO SEE WHAT HE HAS TO SAY. 	0	1	0	0	0	THIGH PAIN|TIRED|STOPPING|STOPPING|LIPITOR|OTHERS|CHOLESTEROL|LIPITOR|CHOLESTEROL|ENERGY|ARTHRITIS|FEELS|FEEL|WILL|HANDS|CALF|BACK|SELF|AND|BUT|SEE|ANKLE
264	LIPITOR.463.txt	Extremely severe pain in right shoulder as if from extreme workout or injury(none which apply). Stopped taking lipitor seven days ago and still experiencing pain in shoulder and tingling and numbness down right arm radiating into fingers. No more medications. will attempt holistic approach. vitamins C and/or niacin. 	0	1	0	1	0	Extremely severe pain|numbness|pain in shoulder|right shoulder|medications|lipitor|niacin|vitamins C|right arm|fingers|lipitor|niacin|niacin|tingling
265	LIPITOR.138.txt	I experienced permanent nerve damage to my feet & severe leg cramping. Symptoms started as a warming sensation on my lower legs after a few months and progressed to the permanent nerve damage. I discontinued taking Lipitor over 5 years ago. My feet are now simultaneously numb and painful. DO NOT TAKE THIS DANGEROUS DRUG. BE VERY AWARE OF THE PERMANENT NEGATIVE CONSEQUENCES. 	0	1	0	0	0	nerve damage|lower legs|feet|leg|sensation|NEGATIVE|discontinued|5 years ago|Symptoms|cramping|painful|Lipitor|Lipitor|DRUG|experienced|severe|warming|months
266	LIPITOR.146.txt	Started on 10mg, dose doubled to 20mg then to 40 mg. Experienced severe muscle pains, cramps, sore leg joints which increased with raising of dose, walking more than a few hundred yards became difficult. I did not associate symptoms with tablets until I researched the Web. I have stopped taking the tablets for nearly a month now and and I am much improved, though my knees still ache. HDL/LDL balance much improved, but I would not want to start taking Lipitor again as I feel it disrupted my life considerably. Even though statistically (anecdotally)I am part of a small minority suffering side effects, I would still urge caution when taking this medication. 	0	1	0	0	0	muscle pains|cramps|sore|ache|symptoms|side effects|medication|month|start|difficult|improved|increased|suffering|Lipitor|Lipitor|knees|leg|feel|Experienced|balance|severe|and and I
267	LIPITOR.568.txt	Extremely dry mouth, severe joint aches, muscle cramps in lower legs, sever swelling of feet, hands and ankles, difficulty breathing, tired, memory loss, mild depression, diminished eyesight. While these symptoms crept up on me over an 18 month period, I like many people assume it's an age thing . I just turned 50 and family and friends would laugh about my forgetfulness. The severity of that memory failure frightened me enough to do extensive research on Lipitor. I stopped taking it the next day and within 72 hours my swelling decreased significantly, muscle aches and joint pain disappeared, memory loss is not as severe, breathing is easier, stamina is back etc I mentioned these same things to my cousin who has since stopped taking it as well. She can't thank me enough for giving her life back! I haven't told my doctor yet, she doesn't like when I am informed. need to change doctors. 	1	1	0	0	0	swelling of feet|muscle cramps|forgetfulness|muscle aches|joint pain|aches|tired|symptoms|mild depression|memory loss|lower legs|hands|difficulty|decreased|swelling|stamina|turned|memory|to change|informed|frightened|like|Extremely|family|month|day|dry mouth|breathing|period|Lipitor|Lipitor|ankles|back|sever|severe
268	LIPITOR.277.txt	Makes me very tired. 	0	1	0	0	0	tired
269	LIPITOR.858.txt	Achilles peritendonitis and sore ankles, knees and fingers. Stiffness was aggravated by rest and better with activity. After sitting for 15 minutes, particularly with feet elevated, and then getting up to walk, my gait was like someone who could barely walk. Have stopped taking Lipitor and symptoms seem to be subsiding. Lipitor worked great lowering cholesterol but the side effects are not worth the benefit. 	0	1	0	0	0	side effects|aggravated|gait|sitting|elevated|Stiffness|sore|and symptoms|Achilles|fingers|knees|feet|Lipitor|cholesterol|Lipitor|cholesterol|ankles|like|15 minutes|lowering|activity
270	LIPITOR.166.txt	tinnitus. 	0	1	0	0	0	tinnitus
271	LIPITOR.404.txt	No known side effects. Lowered cholesterol to 149-175 (several readings). Cholesterol was lowered to 149 within 30 days from using Lipitor and from the Zone Diet. 	0	1	0	1	0	side effects|Cholesterol|Lipitor|cholesterol|Lipitor|cholesterol|Diet|30 days
272	LIPITOR.748.txt	aching joints: wrists, elbows, shoulders, knees, and gas. lowered my cholesterol, but i cannot sleep through the night. 	0	1	0	0	0	aching joints|gas|cannot sleep|shoulders|wrists|elbows|knees|cholesterol|cholesterol
273	LIPITOR.28.txt	No side effects. My LDL, total cholesterol and triglycerides finally where they should be. 	0	1	0	0	0	total cholesterol|side effects|triglycerides
274	ARTHROTEC.78.txt	Very very severe abdonimal pain, next day my stool was black which could indicate blood in my stool, going to doctor today. I will never take it again. 	0	1	1	0	0	blood in stool|pain|stool|day|very severe|to doctor
275	LIPITOR.62.txt	Quick reduction in LDL. No side effects. 	0	1	0	0	0	side effects|reduction
276	LIPITOR.126.txt	Debilitating. Has ruined my life. One year - 7 different doctors, no one found the problem for an entire year of suffering! Now, off drug for one year and STILL have burning, knotting muscles throughout my body. Bottoms of feet hurt and are so tight it's hard to walk. It is rare I have a pain free day anymore. I'm miserable and used to be quite healthy and active. It should be taken off market. We should be compensated. It's changed my life and I think of the loss every single day. I get 4 pain free days per year. 	0	1	1	0	0	I have pain|year|day|suffering|miserable|problem|single|used|changed|burning|pain|think|drug|feet|active|active
277	LIPITOR.160.txt	I am experiencing severe hip joint pain, thigh pain, severe thigh fatigue upon minimal exertion which is drastically impairing the ability to walk anything beyond a relatively short distance. The question is. is lipitor causing this? I am taking 20 mg a day and have been taking this for 6 years. This has been a huge problem for the last 2.5 years. I read this website and feel that lipitor is causing my pain. I have been to numberous orthopods, rheumetoligists, neouroligist, and others who cannot find any problems. So, when I read about all these people who seem to have figured this out . I have hope. But are they correct in thier assumptions? We are all desperate to find an answer (the cause) and ultimately a cure. But is lipitor the answer? That is the question (DP 2/02/06. 	0	1	0	0	1	hip joint pain|thigh pain|fatigue|pain|exertion|lipitor|lipitor|others|problem|ability to walk|problems|website|day|desperate|question|thigh|feel|hope|severe|correct
278	ARTHROTEC.45.txt	"Has been all OK until recently when I started to get "" fluey"" feelings in upper arms, legs etc As I had just recently had flu jab thought this was the cause. However the symptoms persisted, GP said "" just flu jab"" - but after 4 weeks! Noticed today after leaving Artrotec off for a day or so ,that things were much better until I took one dose. fluey feelings returned within a hour. Draw your own conclusions. "	0	1	0	0	0	upper arms|legs|feelings|said|flu|Draw|day|symptoms|much better
279	LIPITOR.949.txt	Daily headaches. I also started on hormones and thought that might be causing them but as I'm reading this I'm thinking it's the Lipitor. I haven't been on it long enough to know if it reduces my cholesterol but even if it does I don't know if I'll continue to take it if the headaches don't go away. 	1	1	0	0	0	I don't know|headaches|thinking|Lipitor|cholesterol|Lipitor|cholesterol
280	ARTHROTEC.5.txt	No side effects. I tried the advertised Arthritis medicines with severe side-effects and only tried this one because the doctor had samples. Instead of taking the pill 2X daily, as prescribed I take it at most once per day, usually about 3-4 times per week, but often skipping a week or two at a time. My arthritis has been under control for years and only causes me trouble if I skip taking the pills for about a month. At the time this was prescribed the doctor was discussing the strongest possible medicines in serious (threatening) doses. This drug has been a god-send for me. 	0	1	0	0	0	side effects|prescribed|Arthritis|skipping|possible|4 times|skip|control|effects|arthritis|month|week|day|drug|medicines|severe|often
281	LIPITOR.264.txt	No side effect for first 4 weeks, cholesterol down to 150 from 210, then unusual pain and weakness began in both legs, worse on left. Worse with exercise. Legs felt cramped and sore and weak, especially in calves and lower rear thigh muscles. I had been a regular and energetic walker, but I couldn't keep it up. My blood work showed mildly higher levels of whatever is watched for with this drug. The doctor left it up to me whether to continue, and I stopped taking it about 3 weeks ago. My leg pain seemed to improve after about a week but did not go away, and has now worsened again. I this drug should be used with far more caution!. 	0	1	1	0	0	weakness|leg pain|pain|sore|weak|worsened|effect|worse|Worse|used|improve|energetic|walker|thigh|blood|legs|Legs|drug|cholesterol|week|exercise|cholesterol
282	ARTHROTEC.73.txt	"I've been post-menopausal for five years and have now had a six day period with all the accompanying tender breasts, bloating, cramping etc I had only been taking on an ""as needed"" basis so one or two a day approx. every 3 to 4 weeks. "	0	1	0	0	0	tender breasts|cramping|menopausal|period|day|as needed|bloating
283	LIPITOR.737.txt	Extreme agitation, blood vessels in eye burst, slurred speach, hot and cold on and off, constipation, mental confusion. I felt like I was having a stroke. I had a terrible experience with this. My eyes are bloodshot and I felt like I was having a stroke after only 9 days. 	0	1	0	0	0	mental confusion|blood vessels|eyes|eye|experience|like|Extreme|constipation|slurred|agitation|stroke|cold|speach
284	LIPITOR.491.txt	Took for 5 years and thought foot pain was from bunion and hammer toe until I started to review side effects. Severe neuropathy, sensation of cold toes when they were indeed warm and at times I had severe burning of the feet, leg cramps,. It may have done an excellent job of reducing cholesterol, but it is important to have quality of life and I did not have that anymore. I WOULD NEVER TAKE LIPITOR (or any statin) AGAIN!!!!!. 	0	1	0	0	0	sensation of cold|quality of life|leg cramps|foot pain|burning|side effects|LIPITOR|statin|cholesterol|LIPITOR|statin|cholesterol|review|Severe|important|toes|feet|toe|severe|neuropathy|5 years
285	LIPITOR.454.txt	Constant lightheadedness. Numbness in toes. Severe back pain. Neck, shoulder and elbow pain. Absentminded. I'm stopping the dose. As a police officer on the street, I can't afford these side effects. I'll try some other treatment before the lipitor gets me killed. 	0	1	0	0	0	side effects|elbow pain|pain|lightheadedness|treatment|stopping|stopping|lipitor|Constant|lipitor|Constant|Severe|toes|back|Neck|shoulder|Numbness
